id,topic_id,question_text,image,question_type
4966,43,What is hexadecimal number 9C in denary?,,short_answer
4967,43,What is hexadecimal number 9D in denary?,,short_answer
4968,43,What is hexadecimal number 9E in denary?,,short_answer
4969,43,What is hexadecimal number 9F in denary?,,short_answer
4970,43,What is hexadecimal number A0 in denary?,,short_answer
4971,43,What is hexadecimal number A1 in denary?,,short_answer
4972,43,What is hexadecimal number A2 in denary?,,short_answer
4973,43,What is hexadecimal number A3 in denary?,,short_answer
4974,43,What is hexadecimal number A4 in denary?,,short_answer
4975,43,What is hexadecimal number A5 in denary?,,short_answer
4976,43,What is hexadecimal number A6 in denary?,,short_answer
4977,43,What is hexadecimal number A7 in denary?,,short_answer
4978,43,What is hexadecimal number A8 in denary?,,short_answer
4979,43,What is hexadecimal number A9 in denary?,,short_answer
4980,43,What is hexadecimal number AA in denary?,,short_answer
4981,43,What is hexadecimal number AB in denary?,,short_answer
4982,43,What is hexadecimal number AC in denary?,,short_answer
4983,43,What is hexadecimal number AD in denary?,,short_answer
4984,43,What is hexadecimal number AE in denary?,,short_answer
4985,43,What is hexadecimal number AF in denary?,,short_answer
4986,43,What is hexadecimal number B0 in denary?,,short_answer
4987,43,What is hexadecimal number B1 in denary?,,short_answer
4988,43,What is hexadecimal number B2 in denary?,,short_answer
4989,43,What is hexadecimal number B3 in denary?,,short_answer
4990,43,What is hexadecimal number B4 in denary?,,short_answer
4991,43,What is hexadecimal number B5 in denary?,,short_answer
4992,43,What is hexadecimal number B6 in denary?,,short_answer
4993,43,What is hexadecimal number B7 in denary?,,short_answer
4994,43,What is hexadecimal number B8 in denary?,,short_answer
4995,43,What is hexadecimal number B9 in denary?,,short_answer
4996,43,What is hexadecimal number BA in denary?,,short_answer
4997,43,What is hexadecimal number BB in denary?,,short_answer
4998,43,What is hexadecimal number BC in denary?,,short_answer
4999,43,What is hexadecimal number BD in denary?,,short_answer
5000,43,What is hexadecimal number BE in denary?,,short_answer
5001,43,What is hexadecimal number BF in denary?,,short_answer
5002,43,What is hexadecimal number C0 in denary?,,short_answer
5003,43,What is hexadecimal number C1 in denary?,,short_answer
5004,43,What is hexadecimal number C2 in denary?,,short_answer
5005,43,What is hexadecimal number C3 in denary?,,short_answer
5006,43,What is hexadecimal number C4 in denary?,,short_answer
5007,43,What is hexadecimal number C5 in denary?,,short_answer
5008,43,What is hexadecimal number C6 in denary?,,short_answer
5009,43,What is hexadecimal number C7 in denary?,,short_answer
5010,43,What is hexadecimal number C8 in denary?,,short_answer
5011,43,What is hexadecimal number C9 in denary?,,short_answer
5012,43,What is hexadecimal number CA in denary?,,short_answer
5013,43,What is hexadecimal number CB in denary?,,short_answer
5014,43,What is hexadecimal number CC in denary?,,short_answer
5015,43,What is hexadecimal number CD in denary?,,short_answer
5016,43,What is hexadecimal number CE in denary?,,short_answer
5017,43,What is hexadecimal number CF in denary?,,short_answer
5018,43,What is hexadecimal number D0 in denary?,,short_answer
5019,43,What is hexadecimal number D1 in denary?,,short_answer
5020,43,What is hexadecimal number D2 in denary?,,short_answer
5021,43,What is hexadecimal number D3 in denary?,,short_answer
5022,43,What is hexadecimal number D4 in denary?,,short_answer
5023,43,What is hexadecimal number D5 in denary?,,short_answer
5024,43,What is hexadecimal number D6 in denary?,,short_answer
5025,43,What is hexadecimal number D7 in denary?,,short_answer
5026,43,What is hexadecimal number D8 in denary?,,short_answer
5027,43,What is hexadecimal number D9 in denary?,,short_answer
5028,43,What is hexadecimal number DA in denary?,,short_answer
5029,43,What is hexadecimal number DB in denary?,,short_answer
5030,43,What is hexadecimal number DC in denary?,,short_answer
5031,43,What is hexadecimal number DD in denary?,,short_answer
5032,43,What is hexadecimal number DE in denary?,,short_answer
5033,43,What is hexadecimal number DF in denary?,,short_answer
5034,43,What is hexadecimal number E0 in denary?,,short_answer
5035,43,What is hexadecimal number E1 in denary?,,short_answer
5036,43,What is hexadecimal number E2 in denary?,,short_answer
5037,43,What is hexadecimal number E3 in denary?,,short_answer
5038,43,What is hexadecimal number E4 in denary?,,short_answer
5039,43,What is hexadecimal number E5 in denary?,,short_answer
5040,43,What is hexadecimal number E6 in denary?,,short_answer
5041,43,What is hexadecimal number E7 in denary?,,short_answer
5042,43,What is hexadecimal number E8 in denary?,,short_answer
5043,43,What is hexadecimal number E9 in denary?,,short_answer
5044,43,What is hexadecimal number EA in denary?,,short_answer
5045,43,What is hexadecimal number EB in denary?,,short_answer
5046,43,What is hexadecimal number EC in denary?,,short_answer
5047,43,What is hexadecimal number ED in denary?,,short_answer
5048,43,What is hexadecimal number EE in denary?,,short_answer
5049,43,What is hexadecimal number EF in denary?,,short_answer
5050,43,What is hexadecimal number F0 in denary?,,short_answer
5051,43,What is hexadecimal number F1 in denary?,,short_answer
5052,43,What is hexadecimal number F2 in denary?,,short_answer
5053,43,What is hexadecimal number F3 in denary?,,short_answer
5054,43,What is hexadecimal number F4 in denary?,,short_answer
5055,43,What is hexadecimal number F5 in denary?,,short_answer
5056,43,What is hexadecimal number F6 in denary?,,short_answer
5057,43,What is hexadecimal number F7 in denary?,,short_answer
5058,43,What is hexadecimal number F8 in denary?,,short_answer
5059,43,What is hexadecimal number F9 in denary?,,short_answer
5060,43,What is hexadecimal number FA in denary?,,short_answer
5061,43,What is hexadecimal number FB in denary?,,short_answer
5062,43,What is hexadecimal number FC in denary?,,short_answer
5063,43,What is hexadecimal number FD in denary?,,short_answer
5064,43,What is hexadecimal number FE in denary?,,short_answer
5065,43,What is hexadecimal number FF in denary?,,short_answer
5066,43,What is denary number 1 in hexadecimal (2 characters)?,,short_answer
5067,43,What is denary number 2 in hexadecimal (2 characters)?,,short_answer
5068,43,What is denary number 3 in hexadecimal (2 characters)?,,short_answer
5069,43,What is denary number 4 in hexadecimal (2 characters)?,,short_answer
5070,43,What is denary number 5 in hexadecimal (2 characters)?,,short_answer
5071,43,What is denary number 6 in hexadecimal (2 characters)?,,short_answer
5072,43,What is denary number 7 in hexadecimal (2 characters)?,,short_answer
5073,43,What is denary number 8 in hexadecimal (2 characters)?,,short_answer
5074,43,What is denary number 9 in hexadecimal (2 characters)?,,short_answer
5075,43,What is denary number 10 in hexadecimal (2 characters)?,,short_answer
5076,43,What is denary number 11 in hexadecimal (2 characters)?,,short_answer
5077,43,What is denary number 12 in hexadecimal (2 characters)?,,short_answer
5078,43,What is denary number 13 in hexadecimal (2 characters)?,,short_answer
5079,43,What is denary number 14 in hexadecimal (2 characters)?,,short_answer
5080,43,What is denary number 15 in hexadecimal (2 characters)?,,short_answer
5081,43,What is denary number 16 in hexadecimal (2 characters)?,,short_answer
5082,43,What is denary number 17 in hexadecimal (2 characters)?,,short_answer
5083,43,What is denary number 18 in hexadecimal (2 characters)?,,short_answer
5084,43,What is denary number 19 in hexadecimal (2 characters)?,,short_answer
5085,43,What is denary number 20 in hexadecimal (2 characters)?,,short_answer
5086,43,What is denary number 21 in hexadecimal (2 characters)?,,short_answer
5087,43,What is denary number 22 in hexadecimal (2 characters)?,,short_answer
5088,43,What is denary number 23 in hexadecimal (2 characters)?,,short_answer
5089,43,What is denary number 24 in hexadecimal (2 characters)?,,short_answer
5090,43,What is denary number 25 in hexadecimal (2 characters)?,,short_answer
5091,43,What is denary number 26 in hexadecimal (2 characters)?,,short_answer
5092,43,What is denary number 27 in hexadecimal (2 characters)?,,short_answer
5093,43,What is denary number 28 in hexadecimal (2 characters)?,,short_answer
5094,43,What is denary number 29 in hexadecimal (2 characters)?,,short_answer
5095,43,What is denary number 30 in hexadecimal (2 characters)?,,short_answer
5096,43,What is denary number 31 in hexadecimal (2 characters)?,,short_answer
5097,43,What is denary number 32 in hexadecimal (2 characters)?,,short_answer
5098,43,What is denary number 33 in hexadecimal (2 characters)?,,short_answer
5099,43,What is denary number 34 in hexadecimal (2 characters)?,,short_answer
5100,43,What is denary number 35 in hexadecimal (2 characters)?,,short_answer
5101,43,What is denary number 36 in hexadecimal (2 characters)?,,short_answer
5102,43,What is denary number 37 in hexadecimal (2 characters)?,,short_answer
5103,43,What is denary number 38 in hexadecimal (2 characters)?,,short_answer
5104,43,What is denary number 39 in hexadecimal (2 characters)?,,short_answer
5105,43,What is denary number 40 in hexadecimal (2 characters)?,,short_answer
5106,43,What is denary number 41 in hexadecimal (2 characters)?,,short_answer
5107,43,What is denary number 42 in hexadecimal (2 characters)?,,short_answer
5108,43,What is denary number 43 in hexadecimal (2 characters)?,,short_answer
5109,43,What is denary number 44 in hexadecimal (2 characters)?,,short_answer
5110,43,What is denary number 45 in hexadecimal (2 characters)?,,short_answer
5111,43,What is denary number 46 in hexadecimal (2 characters)?,,short_answer
5112,43,What is denary number 47 in hexadecimal (2 characters)?,,short_answer
5113,43,What is denary number 48 in hexadecimal (2 characters)?,,short_answer
5114,43,What is denary number 49 in hexadecimal (2 characters)?,,short_answer
5115,43,What is denary number 50 in hexadecimal (2 characters)?,,short_answer
5116,43,What is denary number 51 in hexadecimal (2 characters)?,,short_answer
5117,43,What is denary number 52 in hexadecimal (2 characters)?,,short_answer
5118,43,What is denary number 53 in hexadecimal (2 characters)?,,short_answer
5119,43,What is denary number 54 in hexadecimal (2 characters)?,,short_answer
5120,43,What is denary number 55 in hexadecimal (2 characters)?,,short_answer
5121,43,What is denary number 56 in hexadecimal (2 characters)?,,short_answer
5122,43,What is denary number 57 in hexadecimal (2 characters)?,,short_answer
5123,43,What is denary number 58 in hexadecimal (2 characters)?,,short_answer
5124,43,What is denary number 59 in hexadecimal (2 characters)?,,short_answer
5125,43,What is denary number 60 in hexadecimal (2 characters)?,,short_answer
5126,43,What is denary number 61 in hexadecimal (2 characters)?,,short_answer
5127,43,What is denary number 62 in hexadecimal (2 characters)?,,short_answer
5128,43,What is denary number 63 in hexadecimal (2 characters)?,,short_answer
5129,43,What is denary number 64 in hexadecimal (2 characters)?,,short_answer
5130,43,What is denary number 65 in hexadecimal (2 characters)?,,short_answer
5131,43,What is denary number 66 in hexadecimal (2 characters)?,,short_answer
5132,43,What is denary number 67 in hexadecimal (2 characters)?,,short_answer
5133,43,What is denary number 68 in hexadecimal (2 characters)?,,short_answer
5134,43,What is denary number 69 in hexadecimal (2 characters)?,,short_answer
5135,43,What is denary number 70 in hexadecimal (2 characters)?,,short_answer
5136,43,What is denary number 71 in hexadecimal (2 characters)?,,short_answer
5137,43,What is denary number 72 in hexadecimal (2 characters)?,,short_answer
5138,43,What is denary number 73 in hexadecimal (2 characters)?,,short_answer
5139,43,What is denary number 74 in hexadecimal (2 characters)?,,short_answer
5140,43,What is denary number 75 in hexadecimal (2 characters)?,,short_answer
5141,43,What is denary number 76 in hexadecimal (2 characters)?,,short_answer
5142,43,What is denary number 77 in hexadecimal (2 characters)?,,short_answer
